128,67,116,0.8031496062992126,0,clarinet	,2
128,67,116,0.7874015748031497,0,string_ensemble_1	,7
128,67,116,0.7952755905511811,0,string_ensemble_1	,8
128,55,116,0.7874015748031497,0,string_ensemble_1	,9
128,43,116,0.8188976377952756,0,string_ensemble_1	,11
128,43,116,0.7795275590551181,0,string_ensemble_1	,13
#tempo, {"bpm":60,"ticks":512,"time":0.5660339999999999}
256,67,116,0.84251968503937,0,clarinet	,2
256,67,116,0.8582677165354331,0,string_ensemble_1	,7
256,67,116,0.8346456692913385,0,string_ensemble_1	,8
256,55,116,0.8976377952755905,0,string_ensemble_1	,9
256,43,116,0.8582677165354331,0,string_ensemble_1	,11
256,43,116,0.8976377952755905,0,string_ensemble_1	,13
384,67,116,0.8976377952755905,0,clarinet	,2
384,67,116,0.9133858267716536,0,string_ensemble_1	,7
384,67,116,0.9133858267716536,0,string_ensemble_1	,8
384,55,116,0.8818897637795275,0,string_ensemble_1	,9
384,43,116,0.889763779527559,0,string_ensemble_1	,11
384,43,116,0.889763779527559,0,string_ensemble_1	,13
512,63,768,0.7795275590551181,0,clarinet	,2
512,63,768,0.8188976377952756,0,string_ensemble_1	,7
512,63,768,0.7952755905511811,0,string_ensemble_1	,8
512,51,768,0.84251968503937,0,string_ensemble_1	,9
512,39,768,0.8582677165354331,0,string_ensemble_1	,11
512,39,768,0.8582677165354331,0,string_ensemble_1	,13
#tempo, {"bpm":216.0013824088474,"ticks":1280,"time":3.566034}
1408,65,116,0.8031496062992126,0,clarinet	,2
1408,65,116,0.7952755905511811,0,string_ensemble_1	,7
1408,65,116,0.8110236220472441,0,string_ensemble_1	,8
1408,53,116,0.7874015748031497,0,string_ensemble_1	,9
1408,41,116,0.7795275590551181,0,string_ensemble_1	,11
1408,41,116,0.7716535433070866,0,string_ensemble_1	,13
1536,65,116,0.937007874015748,0,clarinet	,2
1536,65,116,0.8346456692913385,0,string_ensemble_1	,7
1536,65,116,0.8818897637795275,0,string_ensemble_1	,8
1536,53,116,0.8740157480314961,0,string_ensemble_1	,9
1536,41,116,0.8740157480314961,0,string_ensemble_1	,11
1536,41,116,0.9133858267716536,0,string_ensemble_1	,13
1664,65,116,0.8818897637795275,0,clarinet	,2
1664,65,116,0.8976377952755905,0,string_ensemble_1	,7
1664,65,116,0.8582677165354331,0,string_ensemble_1	,8
1664,53,116,0.937007874015748,0,string_ensemble_1	,9
1664,41,116,0.905511811023622,0,string_ensemble_1	,11
1664,41,116,0.8818897637795275,0,string_ensemble_1	,13
#tempo, {"bpm":70.00007000007,"ticks":2304,"time":4.677138}
1792,62,1280,0.8110236220472441,0,clarinet	,2
1792,62,1280,0.7716535433070866,0,string_ensemble_1	,7
1792,62,1280,0.7795275590551181,0,string_ensemble_1	,8
1792,50,1280,0.8346456692913385,0,string_ensemble_1	,9
