#tempo, {"bpm":211.04021723073026,"ticks":960,"time":0.5767279999999999}
960,70,120,0.5826771653543307,0,acoustic_grand_piano	,0
1200,70,120,0.5511811023622047,0,acoustic_grand_piano	,0
1440,70,960,0.6220472440944882,0,acoustic_grand_piano	,0
#tempo, {"bpm":223.43040142995457,"ticks":2400,"time":1.429646}
2400,70,120,0.5905511811023622,0,acoustic_grand_piano	,0
2640,70,120,0.5433070866141733,0,acoustic_grand_piano	,0
2880,70,480,0.6141732283464567,0,acoustic_grand_piano	,0
3360,70,120,0.5669291338582677,0,acoustic_grand_piano	,0
#tempo, {"bpm":214.99982083348263,"ticks":4320,"time":2.503806}
3600,70,120,0.5275590551181102,0,acoustic_grand_piano	,0
3840,70,480,0.5826771653543307,0,acoustic_grand_piano	,0
4320,70,120,0.5433070866141733,0,acoustic_grand_piano	,0
#tempo, {"bpm":205.09034229578128,"ticks":5520,"time":3.201481}
4560,70,120,0.5196850393700787,0,acoustic_grand_piano	,0
5760,46,240,0.31496062992125984,0,acoustic_grand_piano	,1
#tempo, {"bpm":220.46017386959045,"ticks":5760,"time":3.347758}
4800,70,480,0.5748031496062992,0,acoustic_grand_piano	,0
6240,68,360,0.3700787401574803,0,acoustic_grand_piano	,1
#tempo, {"bpm":235.0001370834133,"ticks":6240,"time":3.619916}
5280,70,120,0.4645669291338583,0,acoustic_grand_piano	,0
6240,65,360,0.3700787401574803,0,acoustic_grand_piano	,1
#tempo, {"bpm":241.50019923766436,"ticks":6480,"time":3.7475755}
5520,70,120,0.4645669291338583,0,acoustic_grand_piano	,0
6240,58,360,0.3700787401574803,0,acoustic_grand_piano	,1
#tempo, {"bpm":225.99976646690797,"ticks":6720,"time":3.8717989999999998}
5760,70,480,0.5669291338582677,0,acoustic_grand_piano	,0
6720,68,360,0.4015748031496063,0,acoustic_grand_piano	,1
#tempo, {"bpm":220.94971552724127,"ticks":6960,"time":4.0045424999999994}
6240,74,260,0.47244094488188976,0,acoustic_grand_piano	,0
6720,65,360,0.4015748031496063,0,acoustic_grand_piano	,1
#tempo, {"bpm":225.99976646690797,"ticks":7200,"time":4.140319999999999}
6480,75,260,0.3858267716535433,0,acoustic_grand_piano	,0
6720,58,360,0.4015748031496063,0,acoustic_grand_piano	,1
#tempo, {"bpm":235.5000647625178,"ticks":7680,"time":4.405806999999999}
6720,74,360,0.44881889763779526,0,acoustic_grand_piano	,0
7200,51,240,0.31496062992125984,0,acoustic_grand_piano	,1
#tempo, {"bpm":245.5001861709745,"ticks":7920,"time":4.5331955}
6720,77,360,0.44881889763779526,0,acoustic_grand_piano	,0
7680,67,360,0.36220472440944884,0,acoustic_grand_piano	,1
#tempo, {"bpm":229.4999196750281,"ticks":8160,"time":4.6553949999999995}
7200,70,240,0.5275590551181102,0,acoustic_grand_piano	,0
7680,63,360,0.36220472440944884,0,acoustic_grand_piano	,1
#tempo, {"bpm":232.4995640633174,"ticks":8640,"time":4.916833}
7680,75,260,0.5039370078740157,0,acoustic_grand_piano	,0
7680,58,360,0.36220472440944884,0,acoustic_grand_piano	,1
#tempo, {"bpm":236.9995852507258,"ticks":9120,"time":5.174898}
7920,77,260,0.3779527559055118,0,acoustic_grand_piano	,0
8160,67,360,0.3937007874015748,0,acoustic_grand_piano	,1
