120,84,132,0.5196850393700787,0,acoustic_grand_piano	,0
0,45,480,0.4645669291338583,0,acoustic_grand_piano	,1
240,83,132,0.5354330708661418,0,acoustic_grand_piano	,0
0,48,480,0.4645669291338583,0,acoustic_grand_piano	,1
360,84,132,0.5433070866141733,0,acoustic_grand_piano	,0
0,41,480,0.4645669291338583,0,acoustic_grand_piano	,1
480,89,132,0.5511811023622047,0,acoustic_grand_piano	,0
#tempo, {"bpm":150.7299095871759,"ticks":600,"time":0.48160250000000004}
600,84,132,0.49606299212598426,0,acoustic_grand_piano	,0
#tempo, {"bpm":156.72998558084132,"ticks":720,"time":0.5811182500000001}
720,82,132,0.5511811023622047,0,acoustic_grand_piano	,0
840,81,132,0.5196850393700787,0,acoustic_grand_piano	,0
960,80,132,0.5039370078740157,0,acoustic_grand_piano	,0
1080,81,132,0.5039370078740157,0,acoustic_grand_piano	,0
1200,84,132,0.5511811023622047,0,acoustic_grand_piano	,0
#tempo, {"bpm":151.73010249368423,"ticks":1320,"time":1.0596482500000002}
1320,81,132,0.5039370078740157,0,acoustic_grand_piano	,0
#tempo, {"bpm":157.7299505516605,"ticks":1440,"time":1.158508}
1440,79,132,0.5511811023622047,0,acoustic_grand_piano	,0
1560,77,132,0.5039370078740157,0,acoustic_grand_piano	,0
1680,76,132,0.5039370078740157,0,acoustic_grand_piano	,0
1800,77,132,0.5039370078740157,0,acoustic_grand_piano	,0
1920,81,132,0.5511811023622047,0,acoustic_grand_piano	,0
#tempo, {"bpm":151.73010249368423,"ticks":2040,"time":1.6340042500000003}
2040,77,132,0.5118110236220472,0,acoustic_grand_piano	,0
#tempo, {"bpm":156.72998558084132,"ticks":2160,"time":1.7328640000000002}
2160,74,132,0.5511811023622047,0,acoustic_grand_piano	,0
2280,72,132,0.5118110236220472,0,acoustic_grand_piano	,0
2400,71,132,0.5118110236220472,0,acoustic_grand_piano	,0
2520,72,132,0.5118110236220472,0,acoustic_grand_piano	,0
2640,77,132,0.5511811023622047,0,acoustic_grand_piano	,0
#tempo, {"bpm":148.72984710571717,"ticks":2760,"time":2.2113940000000003}
2760,72,132,0.5118110236220472,0,acoustic_grand_piano	,0
#tempo, {"bpm":157.7299505516605,"ticks":2880,"time":2.3122480000000003}
2880,70,132,0.5511811023622047,0,acoustic_grand_piano	,0
3000,69,132,0.5196850393700787,0,acoustic_grand_piano	,0
#tempo, {"bpm":151.73010249368423,"ticks":3120,"time":2.5024465000000005}
3120,68,132,0.5196850393700787,0,acoustic_grand_piano	,0
3240,69,132,0.5196850393700787,0,acoustic_grand_piano	,0
3360,72,132,0.5511811023622047,0,acoustic_grand_piano	,0
#tempo, {"bpm":123.72996347903911,"ticks":3480,"time":2.7990257500000006}
3480,69,132,0.5039370078740157,0,acoustic_grand_piano	,0
#tempo, {"bpm":148.72984710571717,"ticks":3600,"time":2.920257500000001}
3600,65,120,0.5511811023622047,0,acoustic_grand_piano	,0
3600,57,120,0.5511811023622047,0,acoustic_grand_piano	,1
#tempo, {"bpm":155.7300886104204,"ticks":3720,"time":3.021111500000001}
3720,77,120,0.5039370078740157,0,acoustic_grand_piano	,0
3840,64,120,0.5511811023622047,0,acoustic_grand_piano	,0
3840,55,120,0.5196850393700787,0,acoustic_grand_piano	,1
3960,77,120,0.5039370078740157,0,acoustic_grand_piano	,0
4080,65,120,0.5511811023622047,0,acoustic_grand_piano	,0
4080,57,120,0.5196850393700787,0,acoustic_grand_piano	,1
#tempo, {"bpm":147.7301266047185,"ticks":4200,"time":3.406393500000001}
4200,77,120,0.5039370078740157,0,acoustic_grand_piano	,0
#tempo, {"bpm":156.72998558084132,"ticks":4320,"time":3.507930000000001}
4320,67,120,0.5511811023622047,0,acoustic_grand_piano	,0
4320,58,120,0.5511811023622047,0,acoustic_grand_piano	,1
4440,77,120,0.5039370078740157,0,acoustic_grand_piano	,0
4560,65,120,0.5118110236220472,0,acoustic_grand_piano	,0
4560,57,120,0.5275590551181102,0,acoustic_grand_piano	,1
4680,77,120,0.4566929133858268,0,acoustic_grand_piano	,0
4800,67,120,0.5275590551181102,0,acoustic_grand_piano	,0
4800,58,120,0.5275590551181102,0,acoustic_grand_piano	,1
#tempo, {"bpm":148.72984710571717,"ticks":4920,"time":3.986460000000001}
4920,77,120,0.48031496062992124,0,acoustic_grand_piano	,0
#tempo, {"bpm":157.7299505516605,"ticks":5040,"time":4.087314000000001}
5040,69,120,0.5511811023622047,0,acoustic_grand_piano	,0
5040,60,120,0.5511811023622047,0,acoustic_grand_piano	,1
5160,77,120,0.47244094488188976,0,acoustic_grand_piano	,0
5280,67,120,0.5196850393700787,0,acoustic_grand_piano	,0
5280,58,120,0.5275590551181102,0,acoustic_grand_piano	,1
5400,77,120,0.4881889763779528,0,acoustic_grand_piano	,0
5520,69,120,0.5275590551181102,0,acoustic_grand_piano	,0
5520,60,120,0.5275590551181102,0,acoustic_grand_piano	,1
#tempo, {"bpm":130.73006203141443,"ticks":5640,"time":4.562810250000001}
5640,77,120,0.4881889763779528,0,acoustic_grand_piano	,0
#tempo, {"bpm":155.7300886104204,"ticks":5760,"time":4.677550500000001}
5760,70,120,0.5826771653543307,0,acoustic_grand_piano	,0
5760,61,480,0.5826771653543307,0,acoustic_grand_piano	,1
5880,77,120,0.48031496062992124,0,acoustic_grand_piano	,0
6000,70,120,0.5118110236220472,0,acoustic_grand_piano	,0
6120,77,120,0.48031496062992124,0,acoustic_grand_piano	,0
6240,69,120,0.5118110236220472,0,acoustic_grand_piano	,0
6240,60,120,0.5275590551181102,0,acoustic_grand_piano	,1
#tempo, {"bpm":144.73001821186062,"ticks":6360,"time":5.159153000000001}
6360,77,120,0.47244094488188976,0,acoustic_grand_piano	,0
#tempo, {"bpm":156.72998558084132,"ticks":6480,"time":5.262794250000001}
6480,70,120,0.5511811023622047,0,acoustic_grand_piano	,0
6480,61,480,0.5826771653543307,0,acoustic_grand_piano	,1
6600,77,120,0.47244094488188976,0,acoustic_grand_piano	,0
6720,70,120,0.5118110236220472,0,acoustic_grand_piano	,0
6840,77,120,0.47244094488188976,0,acoustic_grand_piano	,0
6960,69,120,0.5118110236220472,0,acoustic_grand_piano	,0
6960,60,120,0.5196850393700787,0,acoustic_grand_piano	,1
#tempo, {"bpm":129.08000378634677,"ticks":7080,"time":5.741324250000001}
7080,77,120,0.4251968503937008,0,acoustic_grand_piano	,0
#tempo, {"bpm":156.72998558084132,"ticks":7200,"time":5.857531250000001}
7200,68,120,0.3858267716535433,0,acoustic_grand_piano	,0
7200,59,120,0.3700787401574803,0,acoustic_grand_piano	,1
7320,77,120,0.3228346456692913,0,acoustic_grand_piano	,0
7440,68,120,0.3858267716535433,0,acoustic_grand_piano	,0
7440,59,120,0.3700787401574803,0,acoustic_grand_piano	,1
7560,77,120,0.33070866141732286,0,acoustic_grand_piano	,0
7680,68,120,0.3858267716535433,0,acoustic_grand_piano	,0
7680,59,120,0.3700787401574803,0,acoustic_grand_piano	,1
#tempo, {"bpm":144.73001821186062,"ticks":7800,"time":6.336061250000001}
7800,77,120,0.31496062992125984,0,acoustic_grand_piano	,0
#tempo, {"bpm":142.73004515027094,"ticks":7920,"time":6.439702500000001}
7920,67,240,0.3779527559055118,0,acoustic_grand_piano	,0
7920,60,240,0.3937007874015748,0,acoustic_grand_piano	,1
7920,76,240,0.3779527559055118,0,acoustic_grand_piano	,0
#tempo, {"bpm":155.7300886104204,"ticks":8640,"time":7.070263500000001}
8640,45,480,0.4645669291338583,0,acoustic_grand_piano	,1
8760,84,132,0.5196850393700787,0,acoustic_grand_piano	,0
8640,48,480,0.4645669291338583,0,acoustic_grand_piano	,1
8880,83,132,0.5354330708661418,0,acoustic_grand_piano	,0
8640,53,480,0.5511811023622047,0,acoustic_grand_piano	,1
9000,84,132,0.5433070866141733,0,acoustic_grand_piano	,0
8640,41,480,0.4645669291338583,0,acoustic_grand_piano	,1
9120,89,132,0.5511811023622047,0,acoustic_grand_piano	,0
#tempo, {"bpm":150.7299095871759,"ticks":9240,"time":7.551866000000001}
9240,84,132,0.49606299212598426,0,acoustic_grand_piano	,0
#tempo, {"bpm":156.72998558084132,"ticks":9360,"time":7.651381750000001}
9360,82,132,0.5511811023622047,0,acoustic_grand_piano	,0
9480,81,132,0.5196850393700787,0,acoustic_grand_piano	,0
9600,80,132,0.5039370078740157,0,acoustic_grand_piano	,0
9720,81,132,0.5039370078740157,0,acoustic_grand_piano	,0
9840,84,132,0.5511811023622047,0,acoustic_grand_piano	,0
#tempo, {"bpm":151.73010249368423,"ticks":9960,"time":8.129911750000002}
9960,81,132,0.5039370078740157,0,acoustic_grand_piano	,0
#tempo, {"bpm":157.7299505516605,"ticks":10080,"time":8.228771500000002}
10080,79,132,0.5511811023622047,0,acoustic_grand_piano	,0
10200,77,132,0.5039370078740157,0,acoustic_grand_piano	,0
10320,76,132,0.5039370078740157,0,acoustic_grand_piano	,0
10440,77,132,0.5039370078740157,0,acoustic_grand_piano	,0
10560,81,132,0.5511811023622047,0,acoustic_grand_piano	,0
#tempo, {"bpm":151.73010249368423,"ticks":10680,"time":8.704267750000003}
10680,77,132,0.5118110236220472,0,acoustic_grand_piano	,0
#tempo, {"bpm":156.72998558084132,"ticks":10800,"time":8.803127500000004}
10800,74,132,0.5511811023622047,0,acoustic_grand_piano	,0
10920,72,132,0.5118110236220472,0,acoustic_grand_piano	,0
11040,71,132,0.5118110236220472,0,acoustic_grand_piano	,0
11160,72,132,0.5118110236220472,0,acoustic_grand_piano	,0
11280,77,132,0.5511811023622047,0,acoustic_grand_piano	,0
#tempo, {"bpm":148.72984710571717,"ticks":11400,"time":9.281657500000003}
11400,72,132,0.5118110236220472,0,acoustic_grand_piano	,0
#tempo, {"bpm":157.7299505516605,"ticks":11520,"time":9.382511500000003}
11520,70,132,0.5511811023622047,0,acoustic_grand_piano	,0
11640,69,132,0.5196850393700787,0,acoustic_grand_piano	,0
#tempo, {"bpm":151.73010249368423,"ticks":11760,"time":9.572710000000002}
11760,68,132,0.5196850393700787,0,acoustic_grand_piano	,0
11880,69,132,0.5196850393700787,0,acoustic_grand_piano	,0
12000,72,132,0.5511811023622047,0,acoustic_grand_piano	,0
#tempo, {"bpm":123.72996347903911,"ticks":12120,"time":9.869289250000003}
