240,67,240,0.23622047244094488,0,acoustic_grand_piano	,1
#tempo, {"bpm":138.509910384088,"ticks":960,"time":0.878864}
960,76,480,0.47244094488188976,0,acoustic_grand_piano	,0
480,64,240,0.23622047244094488,0,acoustic_grand_piano	,1
#tempo, {"bpm":135.11991892804863,"ticks":1440,"time":1.312046}
1440,79,480,0.47244094488188976,0,acoustic_grand_piano	,0
720,67,240,0.23622047244094488,0,acoustic_grand_piano	,1
1920,71,720,0.47244094488188976,0,acoustic_grand_piano	,0
960,60,240,0.31496062992125984,0,acoustic_grand_piano	,1
#tempo, {"bpm":137.3799356603968,"ticks":2240,"time":2.0521293333333337}
1200,67,240,0.23622047244094488,0,acoustic_grand_piano	,1
#tempo, {"bpm":137.3799356603968,"ticks":2560,"time":2.3432926666666667}
2640,72,120,0.4330708661417323,0,acoustic_grand_piano	,0
1440,64,240,0.23622047244094488,0,acoustic_grand_piano	,1
#tempo, {"bpm":136.24009137168795,"ticks":2880,"time":2.634456}
2760,74,120,0.4015748031496063,0,acoustic_grand_piano	,0
1680,67,240,0.23622047244094488,0,acoustic_grand_piano	,1
#tempo, {"bpm":138.509910384088,"ticks":3840,"time":3.515254}
2880,72,480,0.47244094488188976,0,acoustic_grand_piano	,0
1920,62,240,0.23622047244094488,0,acoustic_grand_piano	,1
3840,81,960,0.5039370078740157,0,acoustic_grand_piano	,0
2160,67,240,0.2283464566929134,0,acoustic_grand_piano	,1
#tempo, {"bpm":139.6498512729084,"ticks":4800,"time":4.381618}
4800,79,480,0.4881889763779528,0,acoustic_grand_piano	,0
2400,65,240,0.2440944881889764,0,acoustic_grand_piano	,1
#tempo, {"bpm":137.95006207752795,"ticks":5280,"time":4.8112639999999995}
5280,84,480,0.5039370078740157,0,acoustic_grand_piano	,0
2640,67,240,0.2204724409448819,0,acoustic_grand_piano	,1
#tempo, {"bpm":139.6498512729084,"ticks":5760,"time":5.246204}
5760,79,480,0.5039370078740157,0,acoustic_grand_piano	,0
2880,60,240,0.31496062992125984,0,acoustic_grand_piano	,1
6240,77,80,0.4330708661417323,0,acoustic_grand_piano	,0
3120,67,240,0.2283464566929134,0,acoustic_grand_piano	,1
6320,79,80,0.4330708661417323,0,acoustic_grand_piano	,0
3360,64,240,0.25196850393700787,0,acoustic_grand_piano	,1
6400,77,80,0.4330708661417323,0,acoustic_grand_piano	,0
3600,67,240,0.2283464566929134,0,acoustic_grand_piano	,1
#tempo, {"bpm":132.85005435781392,"ticks":7520,"time":6.8215726666666665}
6480,76,120,0.4645669291338583,0,acoustic_grand_piano	,0
3840,60,240,0.31496062992125984,0,acoustic_grand_piano	,1
#tempo, {"bpm":135.6799942109869,"ticks":7680,"time":6.972118333333333}
6600,77,120,0.4330708661417323,0,acoustic_grand_piano	,0
4080,69,240,0.25196850393700787,0,acoustic_grand_piano	,1
#tempo, {"bpm":136.24009137168795,"ticks":7795,"time":7.078066156249999}
6720,76,480,0.47244094488188976,0,acoustic_grand_piano	,0
4320,65,240,0.25196850393700787,0,acoustic_grand_piano	,1
#tempo, {"bpm":136.810134894793,"ticks":7910,"time":7.183578416666667}
7680,69,240,0.47244094488188976,0,acoustic_grand_piano	,0
4560,69,240,0.25196850393700787,0,acoustic_grand_piano	,1
#tempo, {"bpm":137.3799356603968,"ticks":8026,"time":7.289564716666668}
7920,71,132,0.41732283464566927,0,acoustic_grand_piano	,0
4800,60,240,0.31496062992125984,0,acoustic_grand_piano	,1
#tempo, {"bpm":137.95006207752795,"ticks":8141,"time":7.394201539583334}
8040,72,132,0.4251968503937008,0,acoustic_grand_piano	,0
5040,67,240,0.25196850393700787,0,acoustic_grand_piano	,1
#tempo, {"bpm":138.509910384088,"ticks":8256,"time":7.4984059145833335}
8160,74,132,0.4330708661417323,0,acoustic_grand_piano	,0
5280,64,240,0.25196850393700787,0,acoustic_grand_piano	,1
#tempo, {"bpm":139.08012405947065,"ticks":8371,"time":7.602189102083335}
8280,76,132,0.44881889763779526,0,acoustic_grand_piano	,0
5520,67,240,0.25196850393700787,0,acoustic_grand_piano	,1
#tempo, {"bpm":139.6498512729084,"ticks":8486,"time":7.705546789583334}
8400,77,132,0.4566929133858268,0,acoustic_grand_piano	,0
5760,59,240,0.31496062992125984,0,acoustic_grand_piano	,1
#tempo, {"bpm":140.2200051881402,"ticks":8602,"time":7.809377906250001}
8520,79,132,0.4645669291338583,0,acoustic_grand_piano	,0
6000,67,240,0.25196850393700787,0,acoustic_grand_piano	,1
#tempo, {"bpm":140.77996794909396,"ticks":8640,"time":7.84325324375}
8640,81,132,0.4881889763779528,0,acoustic_grand_piano	,0
6240,62,240,0.25196850393700787,0,acoustic_grand_piano	,1
#tempo, {"bpm":140.2200051881402,"ticks":8736,"time":7.92849264375}
8760,79,132,0.48031496062992124,0,acoustic_grand_piano	,0
6480,67,240,0.25196850393700787,0,acoustic_grand_piano	,1
#tempo, {"bpm":139.6498512729084,"ticks":8832,"time":8.01407244375}
8880,77,132,0.47244094488188976,0,acoustic_grand_piano	,0
6720,60,240,0.31496062992125984,0,acoustic_grand_piano	,1
#tempo, {"bpm":139.08012405947065,"ticks":8909,"time":8.082994822916667}
9000,76,132,0.4645669291338583,0,acoustic_grand_piano	,0
6960,67,240,0.2677165354330709,0,acoustic_grand_piano	,1
#tempo, {"bpm":138.509910384088,"ticks":9005,"time":8.16927602291667}
9120,74,132,0.4566929133858268,0,acoustic_grand_piano	,0
7200,64,240,0.2677165354330709,0,acoustic_grand_piano	,1
#tempo, {"bpm":137.95006207752795,"ticks":9101,"time":8.25591242291667}
